,,,,,,,,,,,,,,,,,,,,,,269,# PILIHAN 1,Pilihan 1,,# PILIHAN 2,Pilihan 2,
PROVINSI,KOTA/KABUPATEN,PROVINSI GABUNG,UNIVERSITAS,PROGRAM STUDI,JENJANG,[hidden] concat,"PEMINAT 2024
D.I. Yogyakarta,Kab. Sleman,Kalimantan,UIN ANTASARI BANJARMASIN,BISNIS DIGITAL,S1,S1 - BISNIS DIGITAL UIN ANTASARI BANJARMASIN,0,24,No Data,0,30,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Bali & Nusa Tenggara,UIN MATARAM,TEKNOLOGI INFORMASI,S1,S1 - TEKNOLOGI INFORMASI UIN MATARAM,0,18,No Data,0,24,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Kalimantan Selatan,Kota Banjarmasin,Kalimantan,UNIVERSITAS BORNEO TARAKAN,HUKUM BISNIS,S1,S1 - HUKUM BISNIS UNIVERSITAS BORNEO TARAKAN,0,25,No Data,0,37,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Kalimantan Barat,Kota Pontianak,Kalimantan,UNIVERSITAS LAMBUNG MANGKURAT,ANTROPOLOGI,S1,S1 - ANTROPOLOGI UNIVERSITAS LAMBUNG MANGKURAT,0,8,No Data,0,20,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,UNIVERSITAS MUSAMUS MERAUKE,PERENCANAAN WILAYAH DAN KOTA,S1,S1 - PERENCANAAN WILAYAH DAN KOTA UNIVERSITAS MUSAMUS MERAUKE,0,16,No Data,0,40,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,UNIVERSITAS MUSAMUS MERAUKE,TEKNIK SISTEM PERKAPALAN,S1,S1 - TEKNIK SISTEM PERKAPALAN UNIVERSITAS MUSAMUS MERAUKE,0,8,No Data,0,20,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,UNIVERSITAS PAPUA,KONSERVASI HUTAN,S1,S1 - KONSERVASI HUTAN UNIVERSITAS PAPUA,0,36,No Data,0,48,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Sulawesi Selatan,Kota Makassar,Maluku & Papua,UNIVERSITAS PAPUA,TEKNOLOGI HASIL HUTAN,S1,S1 - TEKNOLOGI HASIL HUTAN UNIVERSITAS PAPUA,0,36,No Data,0,48,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,UNIVERSITAS PAPUA,ILMU LINGKUNGAN,S1,S1 - ILMU LINGKUNGAN UNIVERSITAS PAPUA,0,36,No Data,0,48,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,UNIVERSITAS PAPUA,TEKNIK LISTRIK,D3,D3 - TEKNIK LISTRIK UNIVERSITAS PAPUA,2,24,1200.00%,0,32,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,UNIVERSITAS PAPUA,BUDIDAYA PERIKANAN,D3,D3 - BUDIDAYA PERIKANAN UNIVERSITAS PAPUA,3,24,800.00%,0,32,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,KIMIA,S1,S1 - KIMIA UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,4,9,225.00%,0,16,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,PENDIDIKAN TEKNOLOGI INFORMASI,S1,S1 - PENDIDIKAN TEKNOLOGI INFORMASI UNIVERSITAS SULAWESI BARAT,0,21,No Data,0,35,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,BIOTEKNOLOGI,S1,S1 - BIOTEKNOLOGI UNIVERSITAS SULAWESI BARAT,0,9,No Data,0,15,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,BISNIS DIGITAL,S1,S1 - BISNIS DIGITAL UNIVERSITAS SULAWESI BARAT,0,21,No Data,0,35,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,ILMU AKTUARIA,S1,S1 - ILMU AKTUARIA UNIVERSITAS SULAWESI BARAT,0,11,No Data,0,17,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,ARSITEKTUR,S1,S1 - ARSITEKTUR UNIVERSITAS SULAWESI BARAT,0,11,No Data,0,17,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,KESELAMATAN DAN KESEHATAN KERJA,D4,D4 - KESELAMATAN DAN KESEHATAN KERJA UNIVERSITAS SULAWESI BARAT,0,18,No Data,0,30,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,TERAPI GIGI,D4,D4 - TERAPI GIGI UNIVERSITAS SULAWESI BARAT,0,18,No Data,0,30,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS SULAWESI BARAT,FARMASI,D3,D3 - FARMASI UNIVERSITAS SULAWESI BARAT,0,18,No Data,0,30,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS TADULAKO,PROTEKSI TANAMAN,S1,S1 - PROTEKSI TANAMAN UNIVERSITAS TADULAKO,0,18,No Data,0,24,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS TADULAKO,SOSIAL EKONOMI PETERNAKAN,S1,S1 - SOSIAL EKONOMI PETERNAKAN UNIVERSITAS TADULAKO,0,30,No Data,0,40,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Sumatera Selatan,Kab. Ogan Ilir,Sulawesi,UNIVERSITAS TADULAKO,ILMU KELAUTAN,S1,S1 - ILMU KELAUTAN UNIVERSITAS TADULAKO,0,21,No Data,0,28,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Riau & Kepri,POLITEKNIK NEGERI BATAM,TEKNOLOGI PERMAINAN,D4,D4 - TEKNOLOGI PERMAINAN POLITEKNIK NEGERI BATAM,0,15,No Data,0,27,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Sumsel, Babel, Lampung",POLITEKNIK NEGERI LAMPUNG,KIMIA TERAPAN,D4,D4 - KIMIA TERAPAN POLITEKNIK NEGERI LAMPUNG,0,28,No Data,0,28,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Sumsel, Babel, Lampung",POLITEKNIK NEGERI LAMPUNG,PRODUKSI MEDIA,D4,D4 - PRODUKSI MEDIA POLITEKNIK NEGERI LAMPUNG,0,28,No Data,0,28,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Sumatera Selatan,Kab. Ogan Ilir,"Sumsel, Babel, Lampung",POLITEKNIK NEGERI LAMPUNG,TEKNOLOGI REKAYASA OTOMOTIF,D4,D4 - TEKNOLOGI REKAYASA OTOMOTIF POLITEKNIK NEGERI LAMPUNG,0,28,No Data,0,28,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Sumsel, Babel, Lampung",UIN RADEN INTAN LAMPUNG,KIMIA,S1,S1 - KIMIA UIN RADEN INTAN LAMPUNG,0,100,No Data,0,80,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,POLITEKNIK NEGERI AMBON,AKUNTANSI PERPAJAKAN,D4,D4 - AKUNTANSI PERPAJAKAN POLITEKNIK NEGERI AMBON,0,18,No Data,0,24,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,POLITEKNIK PERIKANAN NEGERI TUAL,MANAJEMEN REKAYASA PERIKANAN TANGKAP,D4,D4 - MANAJEMEN REKAYASA PERIKANAN TANGKAP POLITEKNIK PERIKANAN NEGERI TUAL,17,15,88.24%,0,20,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,POLITEKNIK PERIKANAN NEGERI TUAL,REKAYASA BUDIDAYA LAUT,D4,D4 - REKAYASA BUDIDAYA LAUT POLITEKNIK PERIKANAN NEGERI TUAL,29,18,62.07%,0,24,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,POLITEKNIK PERIKANAN NEGERI TUAL,MANAJEMEN REKAYASA PENGOLAHAN HASIL PERIKANAN,D4,D4 - MANAJEMEN REKAYASA PENGOLAHAN HASIL PERIKANAN POLITEKNIK PERIKANAN NEGERI TUAL,21,15,71.43%,0,20,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Bali,Kab. Badung,Maluku & Papua,UNIVERSITAS PATTIMURA,KESELAMATAN DAN KESEHATAN KERJA,S1,S1 - KESELAMATAN DAN KESEHATAN KERJA UNIVERSITAS PATTIMURA,0,9,No Data,0,12,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Maluku & Papua,UNIVERSITAS KHAIRUN,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,S1 - PENDIDIKAN ILMU PENGETAHUAN ALAM UNIVERSITAS KHAIRUN,0,23,No Data,0,30,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sumatera Barat,UIN MAHMUD YUNUS BATUSANGKAR,MATEMATIKA,S1,S1 - MATEMATIKA UIN MAHMUD YUNUS BATUSANGKAR,10,33,330.00%,0,44,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sumatera Utara,POLITEKNIK NEGERI MEDAN,TEKNOLOGI REKAYASA KIMIA INDUSTRI,D4,D4 - TEKNOLOGI REKAYASA KIMIA INDUSTRI POLITEKNIK NEGERI MEDAN,0,20,No Data,0,24,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS TERBUKA,PENDIDIKAN AGAMA ISLAM (UT MATARAM),S1,S1 - PENDIDIKAN AGAMA ISLAM (UT MATARAM) UNIVERSITAS TERBUKA,0,25,No Data,,,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS TERBUKA,ADMINISTRASI BISNIS (UT DENPASAR),S1,S1 - ADMINISTRASI BISNIS (UT DENPASAR) UNIVERSITAS TERBUKA,0,25,No Data,,,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS TERBUKA,SISTEM INFORMASI (UT DENPASAR),S1,S1 - SISTEM INFORMASI (UT DENPASAR) UNIVERSITAS TERBUKA,0,25,No Data,,,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS TERBUKA,PERENCANAAN WILAYAH DAN KOTA (UT MAKASSAR),S1,S1 - PERENCANAAN WILAYAH DAN KOTA (UT MAKASSAR) UNIVERSITAS TERBUKA,0,25,No Data,,,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS TERBUKA,PARIWISATA (UT MATARAM),S1,S1 - PARIWISATA (UT MATARAM) UNIVERSITAS TERBUKA,0,25,No Data,,,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS TERBUKA,KEARSIPAN (UT MEDAN),D4,D4 - KEARSIPAN (UT MEDAN) UNIVERSITAS TERBUKA,0,25,No Data,,,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Kalimantan Timur,Kota Samarinda,"Banten, DKI Jakarta & Jawa Barat",ISBI BANDUNG,DESAIN INTERIOR,S1,S1 - DESAIN INTERIOR ISBI BANDUNG,0,9,No Data,0,12,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Bali,Kab. Badung,"Banten, DKI Jakarta & Jawa Barat",POLITEKNIK MANUFAKTUR BANDUNG,TEKNOLOGI REKAYASA SISTEM AERIAL NIRAWAK,D4,D4 - TEKNOLOGI REKAYASA SISTEM AERIAL NIRAWAK POLITEKNIK MANUFAKTUR BANDUNG,0,7,No Data,0,10,No Data,No Data,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
Papua,Kota Jayapura,Jawa Timur,POLITEKNIK NEGERI JEMBER,MANAJEMEN AGRIBISNIS KAMPUS BONDOWOSO,D4,D4 - MANAJEMEN AGRIBISNIS KAMPUS BONDOWOSO POLITEKNIK NEGERI JEMBER,SNBT Only,SNBT Only,,Prodi Baru,57,,,0,-,tidak valid,tidak valid,2004,tidak valid,"2,004",2651,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK NEGERI JEMBER,BAHASA INGGRIS,D3,D3 - BAHASA INGGRIS POLITEKNIK NEGERI JEMBER,29,50,172.41%,215,36,16.74%,No Data,0,-,"2,015",tidak valid,2004,tidak valid,"2,010",2748,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Sumsel, Babel, Lampung",POLITEKNIK NEGERI SRIWIJAYA,TEKNIK LISTRIK,D3,D3 - TEKNIK LISTRIK POLITEKNIK NEGERI SRIWIJAYA,150,58,38.67%,344,58,16.86%,No Data,0,-,"2,024",tidak valid,2004,tidak valid,"2,014",2755,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Kalimantan,POLITEKNIK NEGERI SAMARINDA,TEKNIK LISTRIK,D3,D3 - TEKNIK LISTRIK POLITEKNIK NEGERI SAMARINDA,29,15,51.72%,130,22,16.92%,No Data,0,-,"2,030",tidak valid,2004,tidak valid,"2,017",2759,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Kalimantan,POLITEKNIK NEGERI BANJARMASIN,TEKNIK PERTAMBANGAN,D3,D3 - TEKNIK PERTAMBANGAN POLITEKNIK NEGERI BANJARMASIN,120,60,50.00%,435,75,17.24%,No Data,0,-,"2,046",tidak valid,2004,tidak valid,"2,025",2775,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK NEGERI MALANG,TEKNIK MESIN PRODUKSI DAN PERAWATAN (PSDKU KEDIRI),D4,D4 - TEKNIK MESIN PRODUKSI DAN PERAWATAN (PSDKU KEDIRI) POLITEKNIK NEGERI MALANG,130,36,27.69%,119,36,30.25%,No Data,1,-,"2,723",tidak valid,1329,tidak valid,"2,026",2780,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK PERKAPALAN NEGERI SURABAYA,TEKNIK KELISTRIKAN KAPAL,D4,D4 - TEKNIK KELISTRIKAN KAPAL POLITEKNIK PERKAPALAN NEGERI SURABAYA,106,36,33.96%,158,48,30.38%,No Data,1,-,"2,729",tidak valid,1329,tidak valid,"2,029",2784,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK PERKAPALAN NEGERI SURABAYA,TEKNOLOGI REKAYASA ENERGI BERKELANJUTAN,D4,D4 - TEKNOLOGI REKAYASA ENERGI BERKELANJUTAN POLITEKNIK PERKAPALAN NEGERI SURABAYA,39,18,46.15%,62,24,38.71%,No Data,2,-,"3,022",tidak valid,1037,tidak valid,"2,030",2786,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK NEGERI MADIUN,PEMASARAN DIGITAL,D4,D4 - PEMASARAN DIGITAL POLITEKNIK NEGERI MADIUN,95,18,18.95%,138,24,17.39%,No Data,0,-,"2,058",tidak valid,2004,tidak valid,"2,031",2789,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK NEGERI JEMBER,PRODUKSI TANAMAN PERKEBUNAN,D3,D3 - PRODUKSI TANAMAN PERKEBUNAN POLITEKNIK NEGERI JEMBER,14,33,235.71%,137,24,17.52%,No Data,0,-,"2,068",tidak valid,2004,tidak valid,"2,036",2799,NO,,,,,,
D.I. Yogyakarta,Kab. Bantul,Sumatera Utara,POLITEKNIK NEGERI MEDAN,MANAJEMEN REKAYASA KONSTRUKSI GEDUNG,D4,D4 - MANAJEMEN REKAYASA KONSTRUKSI GEDUNG POLITEKNIK NEGERI MEDAN,73,40,54.79%,256,45,17.58%,No Data,0,-,"2,074",tidak valid,2004,tidak valid,"2,039",2803,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,TEKNOLOGI MULTIMEDIA BROADCASTING (KAMPUS KAB LAMONGAN),D3,D3 - TEKNOLOGI MULTIMEDIA BROADCASTING (KAMPUS KAB LAMONGAN) POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,18,9,50.00%,68,12,17.65%,No Data,0,-,"2,079",tidak valid,2004,tidak valid,"2,042",2806,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Banten, DKI Jakarta & Jawa Barat",POLITEKNIK NEGERI INDRAMAYU,TEKNIK MESIN,D3,D3 - TEKNIK MESIN POLITEKNIK NEGERI INDRAMAYU,118,60,50.85%,122,48,39.34%,No Data,2,-,"3,047",tidak valid,1037,tidak valid,"2,042",2807,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN GURU SD,S1,S1 - PENDIDIKAN GURU SD UNIVERSITAS NEGERI GORONTALO,695,50,7.19%,1012,180,17.79%,No Data,0,-,"2,087",tidak valid,2004,tidak valid,"2,046",2820,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Tengah & DIY,POLITEKNIK NEGERI CILACAP,TEKNIK MESIN,D3,D3 - TEKNIK MESIN POLITEKNIK NEGERI CILACAP,132,34,25.76%,217,39,17.97%,No Data,0,-,"2,095",tidak valid,2004,tidak valid,"2,050",2827,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sumatera Utara,POLITEKNIK NEGERI MEDAN,TEKNIK KONVERSI ENERGI,D3,D3 - TEKNIK KONVERSI ENERGI POLITEKNIK NEGERI MEDAN,53,40,75.47%,248,45,18.15%,No Data,0,-,"2,106",tidak valid,2004,tidak valid,"2,055",2833,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS NEGERI GORONTALO,MANAJEMEN,S1,S1 - MANAJEMEN UNIVERSITAS NEGERI GORONTALO,625,65,10.40%,743,135,18.17%,No Data,0,-,"2,107",tidak valid,2004,tidak valid,"2,056",2835,NO,,,,,,
Sulawesi Selatan,Kota Makassar,Sumatera Barat,ISI PADANG PANJANG,PRODUKSI MEDIA,D4,D4 - PRODUKSI MEDIA ISI PADANG PANJANG,7,15,214.29%,66,12,18.18%,No Data,0,-,"2,108",tidak valid,2004,tidak valid,"2,056",2838,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Kalimantan,POLITEKNIK NEGERI BANJARMASIN,ADMINISTRASI BISNIS,D3,D3 - ADMINISTRASI BISNIS POLITEKNIK NEGERI BANJARMASIN,101,72,71.29%,492,90,18.29%,No Data,0,-,"2,116",tidak valid,2004,tidak valid,"2,060",2842,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS NEGERI GORONTALO,SISTEM INFORMASI,S1,S1 - SISTEM INFORMASI UNIVERSITAS NEGERI GORONTALO,252,40,15.87%,327,60,18.35%,No Data,0,-,"2,118",tidak valid,2004,tidak valid,"2,061",2845,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Aceh,POLITEKNIK NEGERI LHOKSEUMAWE,MANAJEMEN KEUANGAN SEKTOR PUBLIK,D4,D4 - MANAJEMEN KEUANGAN SEKTOR PUBLIK POLITEKNIK NEGERI LHOKSEUMAWE,172,45,26.16%,196,36,18.37%,No Data,0,-,"2,119",tidak valid,2004,tidak valid,"2,062",2847,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Riau & Kepri,POLITEKNIK NEGERI BATAM,ANIMASI,D4,D4 - ANIMASI POLITEKNIK NEGERI BATAM,71,15,21.13%,84,27,32.14%,No Data,1,-,"2,796",tidak valid,1329,tidak valid,"2,063",2848,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS HALUOLEO,ILMU KOMUNIKASI,S1,S1 - ILMU KOMUNIKASI UNIVERSITAS HALUOLEO,322,51,15.84%,368,68,18.48%,No Data,0,-,"2,125",tidak valid,2004,tidak valid,"2,065",2851,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Kalimantan,POLITEKNIK NEGERI SAMARINDA,TEKNOLOGI KIMIA INDUSTRI,D4,D4 - TEKNOLOGI KIMIA INDUSTRI POLITEKNIK NEGERI SAMARINDA,74,27,36.49%,194,36,18.56%,No Data,0,-,"2,131",tidak valid,2004,tidak valid,"2,068",2858,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Bali & Nusa Tenggara,POLITEKNIK NEGERI BALI,AKUNTANSI PERPAJAKAN,D4,D4 - AKUNTANSI PERPAJAKAN POLITEKNIK NEGERI BALI,174,38,21.84%,366,68,18.58%,No Data,0,-,"2,135",tidak valid,2004,tidak valid,"2,070",2860,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS HALUOLEO,PEND. PANCASILA & KEWARGANEGARAAN,S1,S1 - PEND. PANCASILA & KEWARGANEGARAAN UNIVERSITAS HALUOLEO,175,30,17.14%,215,40,18.60%,No Data,0,-,"2,136",tidak valid,2004,tidak valid,"2,070",2861,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,POLITEKNIK NEGERI UJUNG PANDANG,PERANCANGAN BANGUNAN GEDUNG,D4,D4 - PERANCANGAN BANGUNAN GEDUNG POLITEKNIK NEGERI UJUNG PANDANG,77,30,38.96%,214,40,18.69%,No Data,0,-,"2,142",tidak valid,2004,tidak valid,"2,073",2865,NO,,,,,,
Sumatera Selatan,Kab. Ogan Ilir,Sulawesi,UNIVERSITAS TADULAKO,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,D4,D4 - TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN UNIVERSITAS TADULAKO,4,32,800.00%,170,32,18.82%,No Data,0,-,"2,150",tidak valid,2004,tidak valid,"2,077",2868,NO,,,,,,
Sulawesi Selatan,Kota Makassar,Sulawesi,UNIVERSITAS HASANUDDIN,TEKNOLOGI AKUAKULTUR DAN PASCA PANEN PERIKANAN,D4,D4 - TEKNOLOGI AKUAKULTUR DAN PASCA PANEN PERIKANAN UNIVERSITAS HASANUDDIN,4,15,375.00%,47,30,63.83%,No Data,0,1001,"3,576",tidak valid,2004,662,"2,081",2872,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Bali & Nusa Tenggara,POLITEKNIK NEGERI BALI,BISNIS DIGITAL,D4,D4 - BISNIS DIGITAL POLITEKNIK NEGERI BALI,112,30,26.79%,283,54,19.08%,No Data,0,-,"2,163",tidak valid,2004,tidak valid,"2,084",2876,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,"Sumsel, Babel, Lampung",POLITEKNIK NEGERI SRIWIJAYA,TEKNIK TELEKOMUNIKASI,D4,D4 - TEKNIK TELEKOMUNIKASI POLITEKNIK NEGERI SRIWIJAYA,73,39,53.42%,204,39,19.12%,No Data,0,-,"2,167",tidak valid,2004,tidak valid,"2,086",2878,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS HASANUDDIN,TEKNOLOGI PAKAN TERNAK,D4,D4 - TEKNOLOGI PAKAN TERNAK UNIVERSITAS HASANUDDIN,7,10,142.86%,54,35,64.81%,No Data,0,1001,"3,594",tidak valid,2004,662,"2,087",2882,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Jawa Timur,POLITEKNIK NEGERI MALANG,TEKNOLOGI INFORMASI (KAMPUS KAB LUMAJANG),D3,D3 - TEKNOLOGI INFORMASI (KAMPUS KAB LUMAJANG) POLITEKNIK NEGERI MALANG,28,36,128.57%,107,36,33.64%,No Data,1,-,"2,858",tidak valid,1329,tidak valid,"2,094",2889,NO,,,,,,
D.I. Yogyakarta,Kab. Sleman,Sulawesi,UNIVERSITAS HALUOLEO,"PEND. BAHASA, SASTRA INDO. & DAERAH",S1,"S1 - PEND. BAHASA, SASTRA INDO. & DAERAH UNIVERSITAS HALUOLEO",211,36,17.06%,248,48,19.35%,No Data,0,-,"2,183",tidak valid,2004,tidak valid,"2,094",2889,NO,,,,,,
